team_id,team_name,division_id,division_name,country_id,country_ioc,country_name,iso2c
NULL,Tiefseetaucher,NULL,Mixed,1073,GER,Germany,DE
NULL,The Owls,NULL,Mixed,1018,BEL,Belgium,BE
NULL,Heroes Flying Disc,NULL,Mixed,1084,HUN,Hungary,HU
NULL,Mosquitos,NULL,Mixed,1012,AUT,Austria,AT
NULL,OUT,NULL,Mixed,1084,HUN,Hungary,HU
NULL,AKS Zły Ultimate,NULL,Mixed,1151,POL,Poland,PL
NULL,Frubb,NULL,Mixed,1073,GER,Germany,DE
NULL,PUC,NULL,Mixed,1065,FRA,France,FR
NULL,Cus Padova Rangərs,NULL,Mixed,1093,ITA,Italy,IT
NULL,W.underteam,NULL,Mixed,1012,AUT,Austria,AT
NULL,One Tribe,NULL,Open,1093,ITA,Italy,IT
NULL,Panthers Bern Ultimate,NULL,Open,1174,SUI,Switzerland,CH
NULL,Bad Skid,NULL,Open,1073,GER,Germany,DE
NULL,Ranelagh,NULL,Open,1088,IRL,Ireland,IE
NULL,Catchup Graz,NULL,Open,1012,AUT,Austria,AT
NULL,DiscoBolo,NULL,Open,1093,ITA,Italy,IT
NULL,Mooncatchers,NULL,Open,1018,BEL,Belgium,BE
NULL,BFD LaFotta,NULL,Open,1093,ITA,Italy,IT
NULL,REDBULLS,NULL,Open,1093,ITA,Italy,IT
NULL,Cotarica Grandes,NULL,Open,1093,ITA,Italy,IT
NULL,Glasgow Ultimate,NULL,Mixed,1069,GBR,Great Britain,GB
NULL,Nullacht! Ultimate,NULL,Mixed,1073,GER,Germany,DE
NULL,Wiener Mischung,NULL,Mixed,1012,AUT,Austria,AT
NULL,PELT,NULL,Mixed,1088,IRL,Ireland,IE
NULL,Savage Ultimate,NULL,Mixed,1151,POL,Poland,PL
NULL,Sky This Warszawa,NULL,Mixed,1151,POL,Poland,PL
NULL,Malmö Ultimate Club,NULL,Mixed,1177,SWE,Sweden,SE
NULL,DTU,NULL,Mixed,1052,DEN,Denmark,DK
NULL,SYC,NULL,Women,1069,GBR,Great Britain,GB
NULL,Iceni,NULL,Women,1069,GBR,Great Britain,GB
NULL,Dublin Gravity,NULL,Women,1088,IRL,Ireland,IE
NULL,Spice,NULL,Women,1069,GBR,Great Britain,GB
NULL,SMOG,NULL,Women,1069,GBR,Great Britain,GB
NULL,Seagulls,NULL,Women,1073,GER,Germany,DE
NULL,Mooncup,NULL,Women,1018,BEL,Belgium,BE
NULL,Horizon,NULL,Women,1069,GBR,Great Britain,GB
NULL,LMU,NULL,Women,1069,GBR,Great Britain,GB
NULL,Bristol,NULL,Women,1069,GBR,Great Britain,GB
NULL,Team 1,NULL,Swissdraw test,1138,NIG,Niger,NE
NULL,Team 2,NULL,Swissdraw test,1053,DJI,Djibouti,DJ
NULL,Team 3,NULL,Swissdraw test,1140,NRU,Nauru,NR
NULL,Team 4,NULL,Swissdraw test,1071,GEO,Georgia,GE
NULL,Team 5,NULL,Swissdraw test,1126,MLT,Malta,MT
NULL,Team 6,NULL,Swissdraw test,1069,GBR,Great Britain,GB
NULL,Team 7,NULL,Swissdraw test,1100,KGZ,Kyrgyzstan,KG
NULL,Team 8,NULL,Swissdraw test,1032,CAF,Central African Republic,CF
NULL,Team 9,NULL,Swissdraw test,1004,AND,Andorra,AD
NULL,Team 10,NULL,Swissdraw test,1084,HUN,Hungary,HU
NULL,Team 1,NULL,Grenoble test,1164,SKN,Saint Kitts and Nevis,KN
NULL,Team 2,NULL,Grenoble test,1181,TGA,Tonga,TO
NULL,Team 3,NULL,Grenoble test,1180,TAN,Tanzania,TZ
NULL,Team 4,NULL,Grenoble test,1137,NGR,Nigeria,NG
NULL,Team 5,NULL,Grenoble test,1151,POL,Poland,PL
NULL,Team 6,NULL,Grenoble test,1076,GRN,Grenada,GD
NULL,Team 7,NULL,Grenoble test,1180,TAN,Tanzania,TZ
NULL,Team 8,NULL,Grenoble test,1062,ETH,Ethiopia,ET
NULL,Team 9,NULL,Grenoble test,1129,MOZ,Mozambique,MZ
NULL,Team 10,NULL,Grenoble test,1163,SGP,Singapore,SG
NULL,SYC,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,Iceni,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,Dublin Gravity,NULL,London Testing,1088,IRL,Ireland,IE
NULL,Spice,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,SMOG,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,Seagulls,NULL,London Testing,1073,GER,Germany,DE
NULL,Mooncup,NULL,London Testing,1018,BEL,Belgium,BE
NULL,Horizon,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,LMU,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,Bristol,NULL,London Testing,1069,GBR,Great Britain,GB
NULL,KFUM Örebro Frisbee,NULL,Brno Testing,1177,SWE,Sweden,SE
NULL,KFK,NULL,Brno Testing,1052,DEN,Denmark,DK
NULL,Terrible Monkeys,NULL,Brno Testing,1051,CZE,Czech Republic,CZ
NULL,FWD>>,NULL,Brno Testing,1012,AUT,Austria,AT
NULL,Uprising Ultimate,NULL,Brno Testing,1151,POL,Poland,PL
NULL,Panthers Wrocław,NULL,Brno Testing,1151,POL,Poland,PL
NULL,Outsiterz,NULL,Brno Testing,1176,SVK,Slovakia,SK
NULL,3SB,NULL,Brno Testing,1051,CZE,Czech Republic,CZ
NULL,Atrofované Ruce,NULL,Brno Testing,1051,CZE,Czech Republic,CZ
NULL,thebigEZ,NULL,Brno Testing,1012,AUT,Austria,AT
NULL,Deep Space,NULL,Padova Testing,1069,GBR,Great Britain,GB
NULL,BN1,NULL,Padova Testing,1069,GBR,Great Britain,GB
NULL,Colorado,NULL,Padova Testing,1073,GER,Germany,DE
NULL,Zombees,NULL,Padova Testing,1012,AUT,Austria,AT
NULL,Nuclear Discs,NULL,Padova Testing,1166,SLO,Slovenia,SI
NULL,Tiefseetaucher,NULL,Padova Testing,1073,GER,Germany,DE
NULL,The Owls,NULL,Padova Testing,1018,BEL,Belgium,BE
NULL,Heroes Flying Disc,NULL,Padova Testing,1084,HUN,Hungary,HU
NULL,Mosquitos,NULL,Padova Testing,1012,AUT,Austria,AT
NULL,OUT,NULL,Padova Testing,1084,HUN,Hungary,HU
NULL,AKS Zły Ultimate,NULL,Padova Testing,1151,POL,Poland,PL
NULL,Frubb,NULL,Padova Testing,1073,GER,Germany,DE
NULL,PUC,NULL,Padova Testing,1065,FRA,France,FR
NULL,Cus Padova Rangərs,NULL,Padova Testing,1093,ITA,Italy,IT
NULL,W.underteam,NULL,Padova Testing,1012,AUT,Austria,AT
NULL,Glasgow Ultimate,NULL,Malmö Testing,1069,GBR,Great Britain,GB
NULL,Nullacht! Ultimate,NULL,Malmö Testing,1073,GER,Germany,DE
NULL,Wiener Mischung,NULL,Malmö Testing,1012,AUT,Austria,AT
NULL,PELT,NULL,Malmö Testing,1088,IRL,Ireland,IE
NULL,Savage Ultimate,NULL,Malmö Testing,1151,POL,Poland,PL
NULL,Sky This Warszawa,NULL,Malmö Testing,1151,POL,Poland,PL
NULL,Malmö Ultimate Club,NULL,Malmö Testing,1177,SWE,Sweden,SE
NULL,DTU,NULL,Malmö Testing,1052,DEN,Denmark,DK
NULL,Dublin Gravity,NULL,Women,1088,IRL,Ireland,IE
NULL,Spice,NULL,Women,1069,GBR,Great Britain,GB
NULL,SMOG,NULL,Women,1069,GBR,Great Britain,GB
NULL,Seagulls,NULL,Women,1073,GER,Germany,DE
NULL,Atletico,NULL,Women,1064,FIN,Finland,FI
NULL,Aarhus Ultimate,NULL,Women,1052,DEN,Denmark,DK
NULL,Malmö Ultimate Club,NULL,Women,1177,SWE,Sweden,SE
NULL,Copenhagen Hucks,NULL,Women,1052,DEN,Denmark,DK
NULL,KFUM Örebro Frisbee,NULL,Open,1177,SWE,Sweden,SE
NULL,KFK,NULL,Open,1052,DEN,Denmark,DK
NULL,Freezzz Beezzz,NULL,Open,1018,BEL,Belgium,BE
NULL,Aarhus,NULL,Open,1052,DEN,Denmark,DK
NULL,Ranelagh,NULL,Open,1088,IRL,Ireland,IE
NULL,OTSO,NULL,Open,1064,FIN,Finland,FI
NULL,PirU,NULL,Open,1064,FIN,Finland,FI
NULL,Hardfisch,NULL,Open,1073,GER,Germany,DE
NULL,Malmö Ultimate Club,NULL,Open,1177,SWE,Sweden,SE
NULL,Deep Space,NULL,Mixed,1069,GBR,Great Britain,GB
NULL,Reading Ultimate,NULL,Mixed,1069,GBR,Great Britain,GB
NULL,Leamington Lemmings,NULL,Mixed,1069,GBR,Great Britain,GB
NULL,Nullacht! Ultimate,NULL,Mixed,1073,GER,Germany,DE
NULL,Sesquidistus,NULL,Mixed,1065,FRA,France,FR
NULL,Disconnection,NULL,Mixed,1073,GER,Germany,DE
NULL,Tartu Turbulence,NULL,Mixed,1061,EST,Estonia,EE
NULL,Manchots,NULL,Mixed,1065,FRA,France,FR
NULL,Jetset LUV,NULL,Women,1018,BEL,Belgium,BE
NULL,Iceni,NULL,Women,1069,GBR,Great Britain,GB
NULL,East Block,NULL,Women,1051,CZE,Czech Republic,CZ
NULL,box vienna ultimate,NULL,Women,1012,AUT,Austria,AT
NULL,BFD Shout,NULL,Women,1093,ITA,Italy,IT
NULL,Mooncup,NULL,Women,1018,BEL,Belgium,BE
NULL,YAKA,NULL,Women,1065,FRA,France,FR
NULL,Jinx Midnight,NULL,Women,1073,GER,Germany,DE
NULL,Jetset Open,NULL,Open,1018,BEL,Belgium,BE
NULL,Wall City,NULL,Open,1073,GER,Germany,DE
NULL,Gentle,NULL,Open,1018,BEL,Belgium,BE
NULL,Chevron Action Flash,NULL,Open,1069,GBR,Great Britain,GB
NULL,Alba,NULL,Open,1069,GBR,Great Britain,GB
NULL,Mooncatchers,NULL,Open,1018,BEL,Belgium,BE
NULL,BFD LaFotta,NULL,Open,1093,ITA,Italy,IT
NULL,Clapham,NULL,Open,1069,GBR,Great Britain,GB
1,Glasgow Ultimate,3,Mixed,1069,GBR,Great Britain,GB
2,Deep Space,3,Mixed,1069,GBR,Great Britain,GB
3,BN1,3,Mixed,1069,GBR,Great Britain,GB
4,Reading Ultimate,3,Mixed,1069,GBR,Great Britain,GB
5,Leamington Lemmings,3,Mixed,1069,GBR,Great Britain,GB
6,Thundering Herd,3,Mixed,1069,GBR,Great Britain,GB
7,Oxford Ultimate,3,Mixed,1069,GBR,Great Britain,GB
9,Zoom Ultimate,3,Mixed,1190,TUR,Turkey,TR
10,Nullacht! Ultimate,3,Mixed,1073,GER,Germany,DE
11,Wiener Mischung,3,Mixed,1012,AUT,Austria,AT
12,Colorado,3,Mixed,1073,GER,Germany,DE
13,Zombees,3,Mixed,1012,AUT,Austria,AT
14,Nuclear Discs,3,Mixed,1166,SLO,Slovenia,SI
15,Tiefseetaucher,3,Mixed,1073,GER,Germany,DE
16,The Owls,3,Mixed,1018,BEL,Belgium,BE
18,Sesquidistus,3,Mixed,1065,FRA,France,FR
19,Disconnection,3,Mixed,1073,GER,Germany,DE
21,Remix,3,Mixed,1135,NED,Netherlands,NL
22,Fireball Ultimate,3,Mixed,1190,TUR,Turkey,TR
24,Heck,3,Mixed,1069,GBR,Great Britain,GB
25,Steamhuck,3,Mixed,1190,TUR,Turkey,TR
26,PELT,3,Mixed,1088,IRL,Ireland,IE
27,Savage Ultimate,3,Mixed,1151,POL,Poland,PL
28,Sky This Warszawa,3,Mixed,1151,POL,Poland,PL
29,Malmö Ultimate Club,3,Mixed,1177,SWE,Sweden,SE
30,Heroes Flying Disc,3,Mixed,1084,HUN,Hungary,HU
31,Mosquitos,3,Mixed,1012,AUT,Austria,AT
32,OUT,3,Mixed,1084,HUN,Hungary,HU
33,AKS Zły Ultimate,3,Mixed,1151,POL,Poland,PL
34,Tartu Turbulence,3,Mixed,1061,EST,Estonia,EE
35,KS Flow Wrocław,3,Mixed,1151,POL,Poland,PL
37,Jetset LUV,2,Women,1018,BEL,Belgium,BE
38,Queen Kong,2,Women,1065,FRA,France,FR
39,FlyHigh Louves,2,Women,1174,SUI,Switzerland,CH
40,Tequila Boom Boom,2,Women,1093,ITA,Italy,IT
41,wuf.,2,Women,1018,BEL,Belgium,BE
42,SYC,2,Women,1069,GBR,Great Britain,GB
43,ZU Swarm,2,Women,1174,SUI,Switzerland,CH
44,Sharks Ultimate Barcelona,2,Women,1060,ESP,Spain,ES
45,Iceni,2,Women,1069,GBR,Great Britain,GB
46,Dublin Gravity,2,Women,1088,IRL,Ireland,IE
47,Spice,2,Women,1069,GBR,Great Britain,GB
48,SMOG,2,Women,1069,GBR,Great Britain,GB
49,Seagulls,2,Women,1073,GER,Germany,DE
50,Atletico,2,Women,1064,FIN,Finland,FI
52,Aarhus Ultimate,2,Women,1052,DEN,Denmark,DK
53,Malmö Ultimate Club,2,Women,1177,SWE,Sweden,SE
54,Copenhagen Hucks,2,Women,1052,DEN,Denmark,DK
55,FABulous,2,Women,1174,SUI,Switzerland,CH
56,3SB,2,Women,1051,CZE,Czech Republic,CZ
57,East Block,2,Women,1051,CZE,Czech Republic,CZ
58,box vienna ultimate,2,Women,1012,AUT,Austria,AT
60,Outsisterz,2,Women,1176,SVK,Slovakia,SK
61,Troubles,2,Women,1151,POL,Poland,PL
63,Iznogood,1,Open,1065,FRA,France,FR
64,Monkey,1,Open,1065,FRA,France,FR
65,Flying Angels Bern,1,Open,1174,SUI,Switzerland,CH
66,Quijotes,1,Open,1060,ESP,Spain,ES
67,Black Birds,1,Open,1018,BEL,Belgium,BE
68,One Tribe,1,Open,1093,ITA,Italy,IT
69,Jetset Open,1,Open,1018,BEL,Belgium,BE
70,Krakens,1,Open,1060,ESP,Spain,ES
71,Freespeed,1,Open,1174,SUI,Switzerland,CH
72,Heidees,1,Open,1073,GER,Germany,DE
73,Panthers Bern Ultimate,1,Open,1174,SUI,Switzerland,CH
74,Bad Skid,1,Open,1073,GER,Germany,DE
75,Wall City,1,Open,1073,GER,Germany,DE
76,Gentle,1,Open,1018,BEL,Belgium,BE
77,Frizzly Bears,1,Open,1073,GER,Germany,DE
78,Ars Ludendi,1,Open,1073,GER,Germany,DE
79,7Schwaben,1,Open,1073,GER,Germany,DE
80,FrankN,1,Open,1073,GER,Germany,DE
81,XVI,1,Open,1088,IRL,Ireland,IE
82,Smash'D,1,Open,1069,GBR,Great Britain,GB
83,SMOG,1,Open,1069,GBR,Great Britain,GB
84,Chevron Action Flash,1,Open,1069,GBR,Great Britain,GB
85,Alba,1,Open,1069,GBR,Great Britain,GB
86,Bristol,1,Open,1069,GBR,Great Britain,GB
87,Dublin Frisbee 7s,1,Open,1088,IRL,Ireland,IE
88,Ka-Pow!,1,Open,1069,GBR,Great Britain,GB
89,Uproar,1,Open,1088,IRL,Ireland,IE
90,Rebel Ultimate,1,Open,1088,IRL,Ireland,IE
91,KFUM Örebro Frisbee,1,Open,1177,SWE,Sweden,SE
92,KFK,1,Open,1052,DEN,Denmark,DK
93,Freezzz Beezzz,1,Open,1018,BEL,Belgium,BE
94,Aarhus,1,Open,1052,DEN,Denmark,DK
95,Ranelagh,1,Open,1088,IRL,Ireland,IE
96,OTSO,1,Open,1064,FIN,Finland,FI
97,PirU,1,Open,1064,FIN,Finland,FI
99,Hardfisch,1,Open,1073,GER,Germany,DE
100,Malmö Ultimate Club,1,Open,1177,SWE,Sweden,SE
101,Terrible Monkeys,1,Open,1051,CZE,Czech Republic,CZ
102,FWD>>,1,Open,1012,AUT,Austria,AT
103,Uprising Ultimate,1,Open,1151,POL,Poland,PL
104,Panthers Wrocław,1,Open,1151,POL,Poland,PL
105,Outsiterz,1,Open,1176,SVK,Slovakia,SK
107,Catchup Graz,1,Open,1012,AUT,Austria,AT
108,3SB,1,Open,1051,CZE,Czech Republic,CZ
109,Atrofované Ruce,1,Open,1051,CZE,Czech Republic,CZ
111,thebigEZ,1,Open,1012,AUT,Austria,AT
112,Grut,1,Open,1135,NED,Netherlands,NL
113,UFO,1,Open,1135,NED,Netherlands,NL
114,DiscoBolo,1,Open,1093,ITA,Italy,IT
115,ZU PlatZHirsch,1,Open,1174,SUI,Switzerland,CH
116,Révolution'Air,1,Open,1065,FRA,France,FR
117,Solebang,1,Open,1174,SUI,Switzerland,CH
118,Tchac,1,Open,1065,FRA,France,FR
119,AUT Beefree,1,Open,1093,ITA,Italy,IT
120,Mooncatchers,1,Open,1018,BEL,Belgium,BE
121,BFD LaFotta,1,Open,1093,ITA,Italy,IT
122,REDBULLS,1,Open,1093,ITA,Italy,IT
123,Cotarica Grandes,1,Open,1093,ITA,Italy,IT
124,DTU,3,Mixed,1052,DEN,Denmark,DK
125,Frubb,3,Mixed,1073,GER,Germany,DE
126,PUC,3,Mixed,1065,FRA,France,FR
127,Cus Padova Rangərs,3,Mixed,1093,ITA,Italy,IT
128,W.underteam,3,Mixed,1012,AUT,Austria,AT
129,BFD Shout,2,Women,1093,ITA,Italy,IT
130,GRUT,2,Women,1135,NED,Netherlands,NL
131,Solebang,2,Women,1174,SUI,Switzerland,CH
132,Catchup,2,Women,1012,AUT,Austria,AT
133,Mooncup,2,Women,1018,BEL,Belgium,BE
134,Horizon,2,Women,1069,GBR,Great Britain,GB
135,LMU,2,Women,1069,GBR,Great Britain,GB
136,Bristol,2,Women,1069,GBR,Great Britain,GB
137,Clapham,1,Open,1069,GBR,Great Britain,GB
138,Manchots,3,Mixed,1065,FRA,France,FR
139,YAKA,2,Women,1065,FRA,France,FR
140,Jinx Midnight,2,Women,1073,GER,Germany,DE
141,Armada,1,Open,1018,BEL,Belgium,BE
142,test,1,Open,1012,AUT,Austria,AT
